age,education,workclass,occupation,marital-status,gender,native-country,hours-per-week,salary
60,Bachelors,Self-employed,Support,Married,Male,India,33,51329
39,Bachelors,Govt,IT,Single,Female,Others,36,45820
25,PhD,Self-employed,Management,Single,Female,India,42,55680
39,PhD,Self-employed,IT,Divorced,Male,India,26,65200
23,PhD,Self-employed,Management,Divorced,Male,USA,20,52700
47,PhD,Private,Sales,Divorced,Male,India,49,68810
30,Masters,Private,IT,Single,Female,Canada,26,47180
40,PhD,Govt,Management,Divorced,Male,USA,44,69880
50,HS-grad,Self-employed,Management,Married,Female,India,27,45630
47,Masters,Self-employed,Management,Married,Female,USA,30,63120
53,PhD,Self-employed,Support,Divorced,Female,Others,41,71750
23,Bachelors,Govt,Management,Single,Female,Others,57,39150
42,Masters,Self-employed,Management,Single,Male,USA,59,60670
55,PhD,Govt,Support,Single,Male,Others,32,72940
24,PhD,Govt,Sales,Married,Male,Others,22,48140
44,HS-grad,Govt,Sales,Single,Male,Canada,39,35390
54,Bachelors,Private,Sales,Married,Male,Others,42,50260
58,Masters,Private,Sales,Married,Male,Others,25,62450
24,Masters,Govt,Support,Married,Female,Canada,34,38660
59,Bachelors,Private,IT,Married,Male,India,60,59420
45,Masters,Private,Management,Married,Male,Canada,34,61760
19,Bachelors,Self-employed,IT,Divorced,Male,Others,60,34620
40,HS-grad,Govt,Support,Single,Female,Others,59,33190
35,PhD,Self-employed,IT,Married,Male,USA,31,61850
54,Masters,Self-employed,Sales,Single,Male,Others,54,61180
60,HS-grad,Govt,Management,Married,Male,USA,28,51079
50,HS-grad,Govt,Support,Married,Female,USA,58,37340
55,Bachelors,Govt,Support,Married,Male,Canada,60,49980
56,Bachelors,Private,Support,Married,Male,Canada,47,49870
64,PhD,Self-employed,IT,Married,Female,Canada,32,88000
18,Bachelors,Private,Support,Married,Male,Others,51,29550
60,Bachelors,Govt,Management,Married,Female,Canada,29,62169
50,Masters,Govt,IT,Married,Male,Canada,47,63030
46,Masters,Private,Sales,Divorced,Female,India,27,54390
52,HS-grad,Self-employed,Sales,Single,Male,India,51,39510
55,Masters,Govt,Management,Single,Female,Canada,31,69410
35,HS-grad,Self-employed,Management,Married,Male,USA,53,38830
25,HS-grad,Govt,Support,Divorced,Male,USA,42,26040
49,PhD,Self-employed,Management,Single,Male,Others,51,78690
56,Bachelors,Private,IT,Married,Male,India,44,56760
62,Masters,Govt,Sales,Divorced,Female,Others,23,65070
56,Masters,Govt,IT,Divorced,Female,India,28,66520
52,PhD,Govt,Management,Divorced,Female,USA,41,81010
59,HS-grad,Self-employed,Management,Single,Male,Others,22,50240
34,Masters,Self-employed,Support,Single,Female,Others,29,45010
27,Bachelors,Self-employed,Sales,Divorced,Male,USA,25,34290
41,PhD,Govt,Sales,Married,Male,India,23,62470
55,Masters,Self-employed,IT,Divorced,Female,Canada,36,66180
51,Bachelors,Govt,Sales,Divorced,Female,Canada,24,47680
21,Bachelors,Self-employed,Management,Single,Male,Others,36,36780
33,PhD,Govt,Support,Single,Male,Canada,29,54750
19,Bachelors,Self-employed,Sales,Single,Male,India,46,30860
37,PhD,Private,Sales,Married,Female,USA,26,59259
35,PhD,Private,Management,Divorced,Male,India,46,65280
46,HS-grad,Self-employed,Sales,Divorced,Male,Others,51,36870
23,PhD,Self-employed,IT,Married,Female,USA,46,51800
21,Masters,Private,Support,Married,Male,Others,20,35980
31,HS-grad,Govt,Support,Single,Male,Others,43,28610
48,HS-grad,Private,Support,Single,Female,Canada,20,34600
47,Bachelors,Self-employed,Management,Divorced,Male,India,60,55140
56,Bachelors,Self-employed,Management,Divorced,Female,India,42,60180
27,Masters,Self-employed,Sales,Married,Female,Others,37,41970
22,HS-grad,Private,Sales,Married,Male,Canada,50,26260
56,PhD,Private,Management,Single,Female,Others,58,85620
64,HS-grad,Private,Management,Single,Male,Others,60,54840
28,Bachelors,Self-employed,Support,Divorced,Female,USA,30,33900
65,Bachelors,Self-employed,Sales,Divorced,Female,India,30,55820
42,Masters,Private,IT,Married,Male,India,53,57410
52,Masters,Govt,IT,Married,Male,USA,33,63810
54,PhD,Govt,Management,Divorced,Female,Canada,46,83140
23,PhD,Private,IT,Single,Female,India,49,51950
21,Masters,Govt,Management,Divorced,Male,Others,43,43490
32,HS-grad,Govt,Sales,Divorced,Female,Canada,26,29460
60,HS-grad,Govt,Support,Single,Female,India,44,40840
45,HS-grad,Self-employed,IT,Single,Female,Canada,22,39600
21,PhD,Private,IT,Divorced,Male,USA,39,49650
37,PhD,Govt,Support,Married,Male,India,20,57579
26,Bachelors,Govt,Sales,Single,Female,Others,32,34080
28,Masters,Govt,Sales,Divorced,Female,Others,40,42800
59,Bachelors,Private,Support,Single,Male,USA,41,51190
43,PhD,Govt,Management,Divorced,Male,USA,39,72450
57,PhD,Private,Sales,Single,Female,USA,28,76160
63,PhD,Self-employed,Sales,Married,Male,India,26,81100
27,PhD,Govt,Management,Divorced,Female,India,56,58260
65,Masters,Private,Management,Divorced,Female,USA,53,78310
34,PhD,Private,IT,Married,Female,USA,38,61300
34,PhD,Private,IT,Single,Female,India,35,61150
30,HS-grad,Self-employed,Management,Divorced,Male,Canada,38,35380
44,Bachelors,Private,Management,Single,Female,Others,42,52260
23,Masters,Self-employed,Sales,Single,Female,Others,29,38850
55,Bachelors,Self-employed,Support,Single,Female,USA,34,48680
35,Masters,Self-employed,IT,Single,Male,India,54,52280
36,Bachelors,Private,Support,Married,Male,India,34,38420
31,Masters,Private,Management,Divorced,Male,Others,55,51890
29,PhD,Private,Management,Single,Female,India,60,60340
48,Masters,Govt,Sales,Divorced,Male,Others,38,56300
54,Masters,Private,Management,Divorced,Male,USA,49,69530
41,HS-grad,Govt,Support,Single,Female,USA,25,31910
18,HS-grad,Self-employed,Sales,Single,Female,Others,40,24000
55,HS-grad,Govt,IT,Divorced,Male,India,34,45200
40,Masters,Govt,IT,Single,Female,USA,24,54480
46,PhD,Private,IT,Married,Female,USA,59,73150
56,Masters,Govt,Sales,Married,Female,India,29,61290
40,Bachelors,Govt,IT,Married,Male,USA,46,46940
39,Masters,Self-employed,IT,Single,Female,India,48,54940
64,Bachelors,Govt,Management,Single,Female,India,34,65060
38,PhD,Self-employed,Support,Divorced,Male,Others,52,59999
18,PhD,Private,IT,Divorced,Female,India,21,46050
60,HS-grad,Self-employed,IT,Single,Female,Canada,49,48450
51,HS-grad,Self-employed,Support,Married,Female,Others,45,37110
37,Masters,Govt,Sales,Married,Male,USA,31,48470
34,HS-grad,Private,IT,Divorced,Male,India,38,34900
36,Masters,Private,Sales,Married,Female,Canada,33,47889
24,PhD,Govt,Management,Married,Male,USA,58,55540
28,Masters,Govt,Support,Divorced,Male,Others,29,41050
28,Masters,Govt,Sales,Married,Male,India,53,43450
53,PhD,Govt,Sales,Married,Female,Others,30,72900
61,PhD,Private,IT,Divorced,Female,India,52,86300
57,Masters,Self-employed,Management,Married,Female,Canada,44,71620
30,Bachelors,Private,Management,Married,Male,Canada,39,42870
58,Bachelors,Private,Management,Married,Female,Canada,24,60600
33,Masters,Private,IT,Divorced,Female,India,57,50950
57,Masters,Self-employed,Support,Single,Female,USA,21,59790
52,PhD,Self-employed,Sales,Divorced,Female,India,59,73510
48,Masters,Private,IT,Married,Female,Canada,20,60200
36,HS-grad,Govt,Management,Divorced,Male,Others,23,37870
64,Masters,Govt,Support,Married,Female,Others,26,64660
43,HS-grad,Self-employed,Management,Single,Male,India,37,42350
39,HS-grad,Private,IT,Single,Female,Others,47,37850
22,HS-grad,Govt,Management,Single,Female,Canada,47,31510
26,HS-grad,Self-employed,Sales,Divorced,Male,India,59,28470
51,PhD,Govt,Sales,Divorced,Male,USA,20,70720
39,PhD,Self-employed,Support,Married,Male,USA,20,59220
63,Bachelors,Govt,Support,Single,Female,Others,54,54000
50,Bachelors,Private,IT,Married,Female,USA,43,52990
56,Masters,Private,IT,Married,Male,Canada,58,68020
30,Bachelors,Govt,Support,Divorced,Female,Canada,27,34830
37,Bachelors,Self-employed,Management,Divorced,Male,USA,23,46690
26,Masters,Private,Sales,Divorced,Female,Canada,43,41590
26,Masters,Private,Sales,Single,Male,USA,47,41790
50,PhD,Private,IT,Divorced,Male,India,45,76050
46,PhD,Self-employed,Management,Single,Male,USA,32,74920
62,Masters,Self-employed,Support,Married,Female,Others,59,64990
40,HS-grad,Govt,IT,Married,Female,USA,42,38100
62,Masters,Self-employed,Management,Single,Female,Canada,58,76220
58,PhD,Govt,Sales,Divorced,Female,USA,21,76650
47,Masters,Self-employed,Management,Divorced,Male,India,57,64470
28,Masters,Self-employed,Support,Single,Male,USA,46,41900
18,Masters,Govt,IT,Single,Female,India,32,38600
24,Masters,Private,Support,Divorced,Male,Others,41,39010
25,Masters,Private,Sales,Married,Female,Canada,23,39910
21,PhD,Self-employed,Management,Divorced,Male,USA,27,51170
57,Masters,Private,IT,Married,Male,Canada,32,67460
22,Bachelors,Self-employed,Support,Single,Male,USA,38,31060
61,Bachelors,Govt,Management,Divorced,Male,India,25,62629
65,HS-grad,Self-employed,Management,Single,Male,Canada,44,54580
21,HS-grad,Private,Support,Divorced,Female,USA,38,24160
42,Bachelors,Private,Management,Married,Male,USA,54,51540
21,PhD,Self-employed,IT,Divorced,Male,Others,30,49200
39,PhD,Private,Sales,Married,Male,Others,51,62190
39,Masters,Self-employed,IT,Divorced,Male,Others,48,54940
32,Masters,Private,IT,Divorced,Female,Others,30,48860
53,HS-grad,Self-employed,IT,Divorced,Female,India,28,43900
32,PhD,Private,Sales,Divorced,Male,USA,50,56260
44,PhD,Private,IT,Married,Male,India,27,69750
26,HS-grad,Self-employed,Support,Married,Male,USA,47,26710
51,PhD,Self-employed,Sales,Single,Female,Others,25,70970
22,HS-grad,Private,Sales,Single,Female,USA,50,26260
26,Bachelors,Govt,Sales,Single,Female,India,43,34630
65,PhD,Private,Management,Single,Female,USA,26,92480
23,HS-grad,Private,Management,Single,Male,Canada,29,31150
30,Masters,Private,Support,Married,Female,USA,31,42470
59,Masters,Private,Management,Divorced,Female,Canada,23,72130
27,Bachelors,Self-employed,Support,Single,Female,India,29,33310
55,Masters,Private,Sales,Divorced,Female,India,26,60460
20,PhD,Govt,Support,Married,Male,Canada,39,44590
23,Masters,Private,Management,Married,Female,Canada,25,44150
51,Masters,Private,Support,Married,Female,USA,60,57780
56,HS-grad,Govt,Support,Married,Male,USA,57,39810
34,PhD,Govt,Sales,Divorced,Female,USA,32,57040
46,Masters,Govt,Support,Married,Male,USA,25,52730
43,HS-grad,Private,Management,Divorced,Female,USA,38,42400
59,Bachelors,Private,IT,Divorced,Female,India,36,58220
61,Bachelors,Private,Sales,Single,Male,Others,43,54230
62,Bachelors,Govt,Management,Married,Male,Others,44,64240
65,Masters,Govt,Sales,Divorced,Female,USA,22,67060
34,HS-grad,Private,Support,Divorced,Female,Canada,36,29520
63,Bachelors,Private,Support,Married,Male,Others,46,53600
46,Masters,Self-employed,Sales,Married,Female,Canada,58,55940
53,Bachelors,Self-employed,IT,Divorced,Male,USA,52,55300
61,PhD,Private,IT,Married,Female,Canada,38,85600
47,PhD,Self-employed,IT,Married,Male,Canada,24,72300
33,PhD,Govt,Management,Single,Male,Others,22,62200
60,PhD,Govt,IT,Married,Female,India,42,84900
29,PhD,Private,Sales,Married,Male,USA,20,52240
54,Masters,Govt,Support,Single,Male,Others,40,58760
29,PhD,Govt,Management,Married,Male,India,54,60040
30,PhD,Self-employed,IT,Married,Female,USA,25,57050
61,HS-grad,Self-employed,Management,Married,Female,Canada,37,52070
32,HS-grad,Private,IT,Single,Male,Others,53,34650
43,Masters,Private,IT,Single,Male,India,34,57200
31,Bachelors,Private,Sales,Married,Female,Others,34,36980
24,HS-grad,Govt,Sales,Single,Male,USA,53,27290
53,HS-grad,Govt,Sales,Married,Male,Canada,44,39600
19,Bachelors,Private,IT,Divorced,Female,USA,36,33420
44,Bachelors,Private,Sales,Married,Female,Others,36,44360
22,PhD,Private,IT,Single,Male,Canada,59,51550
57,Bachelors,Private,Sales,Single,Male,India,21,50890
51,Bachelors,Govt,Sales,Single,Female,Canada,29,47930
49,PhD,Govt,IT,Married,Female,USA,52,75500
43,PhD,Private,IT,Divorced,Male,Canada,50,70000
41,PhD,Govt,Support,Single,Male,India,46,62160
29,Bachelors,Govt,Sales,Divorced,Female,Canada,39,36110
34,PhD,Self-employed,Management,Divorced,Male,Others,51,64590
64,Masters,Govt,IT,Single,Male,USA,44,73240
65,Masters,Self-employed,IT,Divorced,Female,USA,29,73230
59,Bachelors,Private,IT,Married,Female,Others,48,58820
27,Masters,Private,IT,Married,Female,India,34,45360
30,PhD,Private,Management,Married,Female,Canada,38,60180
59,Masters,Govt,Management,Single,Female,Others,32,72580
19,Masters,Self-employed,Support,Divorced,Male,Canada,48,36060
63,Bachelors,Self-employed,Support,Married,Male,India,46,53600
61,PhD,Private,Management,Married,Male,Others,54,90120
43,Masters,Private,Support,Single,Female,India,23,50650
53,PhD,Private,Management,Single,Male,India,43,82050
23,Masters,Private,Sales,Married,Male,Others,33,39050
21,PhD,Govt,IT,Married,Male,Others,47,50050
55,HS-grad,Govt,Management,Single,Female,India,39,48930
41,PhD,Self-employed,IT,Divorced,Female,Others,53,68350
18,HS-grad,Govt,Management,Divorced,Male,Others,21,28050
18,Bachelors,Self-employed,Management,Divorced,Female,Canada,31,34550
52,Masters,Self-employed,Sales,Single,Female,USA,46,59420
24,PhD,Private,IT,Single,Male,India,45,52650
50,HS-grad,Self-employed,Management,Single,Male,USA,24,45480
21,PhD,Govt,Support,Divorced,Female,India,41,45510
58,Masters,Govt,Management,Single,Male,Canada,38,72100
55,PhD,Govt,IT,Single,Male,India,38,80200
47,Masters,Govt,IT,Married,Male,Canada,21,59510
48,Bachelors,Govt,IT,Married,Female,Canada,47,51950
46,Bachelors,Self-employed,Management,Married,Male,USA,50,53980
56,PhD,Private,Support,Divorced,Female,India,47,74510
55,Masters,Private,IT,Single,Male,India,29,65830
19,Masters,Govt,Support,Divorced,Male,Others,51,36210
43,Bachelors,Self-employed,Sales,Single,Male,USA,27,43350
18,Masters,Govt,Sales,Single,Female,India,29,35450
24,HS-grad,Self-employed,Sales,Married,Female,Canada,31,26190
24,Bachelors,Govt,IT,Married,Female,USA,48,37120
31,PhD,Govt,IT,Married,Female,India,41,58750
21,PhD,Private,Support,Single,Female,Others,37,45310
48,Masters,Govt,IT,Single,Female,Canada,51,61750
32,HS-grad,Govt,Management,Married,Female,Others,46,36860
57,Masters,Self-employed,Support,Married,Female,India,47,61090
29,PhD,Private,Sales,Married,Male,Canada,49,53690
47,Masters,Govt,IT,Divorced,Male,Canada,28,59860
27,HS-grad,Govt,Support,Single,Female,Canada,38,26680
65,Bachelors,Govt,Support,Single,Male,Canada,25,53630
27,Bachelors,Self-employed,Management,Divorced,Male,Canada,28,40340
20,PhD,Govt,Support,Divorced,Male,Canada,40,44640
34,HS-grad,Private,IT,Divorced,Female,Canada,22,34100
54,Bachelors,Govt,IT,Married,Male,USA,22,54420
33,Bachelors,Govt,Management,Married,Male,Canada,47,45250
55,HS-grad,Govt,IT,Single,Female,Others,59,46450
34,Masters,Self-employed,IT,Married,Female,Others,26,50140
28,PhD,Self-employed,Support,Divorced,Female,USA,39,51150
38,Bachelors,Private,IT,Single,Female,Canada,50,45900
65,HS-grad,Self-employed,Management,Married,Male,USA,53,55030
19,PhD,Private,IT,Divorced,Male,Others,51,48450
19,Bachelors,Govt,Management,Divorced,Female,Others,37,35510
27,Bachelors,Self-employed,Management,Divorced,Male,Canada,54,41640
57,Bachelors,Govt,Sales,Divorced,Male,USA,26,51140
48,HS-grad,Govt,Management,Divorced,Male,Canada,41,45250
37,Bachelors,Govt,Management,Divorced,Female,India,45,47790
37,Bachelors,Self-employed,Management,Single,Male,India,32,47140
34,Bachelors,Govt,IT,Married,Female,Others,52,43520
47,HS-grad,Govt,IT,Single,Male,USA,32,41100
61,PhD,Private,IT,Divorced,Male,USA,58,86600
46,Bachelors,Private,IT,Single,Female,Canada,42,50460
58,HS-grad,Govt,Sales,Married,Male,India,43,41750
39,PhD,Private,Support,Divorced,Female,Canada,51,60770
61,PhD,Private,Management,Divorced,Male,USA,21,88470
52,Bachelors,Self-employed,Support,Married,Female,Canada,52,47960
58,PhD,Govt,Support,Single,Female,India,55,76550
19,PhD,Govt,Management,Divorced,Female,USA,46,50240
31,PhD,Private,Management,Divorced,Female,USA,49,61670
18,HS-grad,Self-employed,Support,Divorced,Male,USA,30,22500
52,HS-grad,Govt,Management,Divorced,Male,India,56,48160
49,PhD,Self-employed,IT,Single,Female,Canada,29,74350
55,Masters,Private,Management,Married,Male,India,53,70510
24,Bachelors,Govt,IT,Single,Male,Others,21,35770
48,Masters,Private,Management,Single,Male,Others,48,64800
24,HS-grad,Self-employed,Support,Divorced,Female,Canada,48,25920
61,Bachelors,Self-employed,Support,Single,Male,Others,41,52270
38,PhD,Self-employed,Management,Divorced,Female,Canada,56,68600
60,HS-grad,Self-employed,IT,Divorced,Male,India,20,47000
30,HS-grad,Govt,Support,Single,Male,India,39,27990
38,PhD,Self-employed,IT,Married,Female,India,43,65149
60,HS-grad,Private,Support,Married,Female,USA,47,40990
30,PhD,Govt,Management,Single,Female,USA,44,60480
41,Masters,Private,IT,Divorced,Female,India,20,55020
21,PhD,Govt,Support,Divorced,Female,USA,53,46110
44,Bachelors,Private,IT,Single,Male,USA,34,48820
23,Masters,Govt,Management,Single,Female,India,36,44700
32,Bachelors,Private,Support,Divorced,Female,India,22,35660
23,PhD,Private,Sales,Married,Female,India,52,48800
62,Bachelors,Self-employed,IT,Divorced,Female,Canada,24,59480
22,HS-grad,Private,Support,Single,Male,Canada,51,25230
57,Bachelors,Private,Management,Divorced,Female,USA,21,59790
44,Bachelors,Private,Management,Divorced,Female,Others,32,51760
32,Bachelors,Govt,Support,Divorced,Female,USA,43,36710
60,PhD,Private,Management,Divorced,Female,Canada,42,88580
42,Bachelors,Private,Sales,Single,Male,USA,53,44090
56,PhD,Private,Support,Single,Male,Others,33,73810
45,Masters,Private,IT,Divorced,Female,Canada,48,59380
19,PhD,Private,Sales,Married,Female,Others,39,44790
27,Masters,Self-employed,Sales,Married,Male,India,25,41370
32,Bachelors,Govt,IT,Married,Female,India,23,40830
30,PhD,Self-employed,Support,Married,Male,Others,22,51940
22,Masters,Private,IT,Divorced,Male,USA,23,41110
52,Masters,Private,IT,Single,Female,USA,39,64110
57,Masters,Private,IT,Single,Female,USA,50,68360
62,Masters,Self-employed,Management,Divorced,Female,India,32,74920
50,Bachelors,Govt,Sales,Divorced,Male,India,22,47020
57,HS-grad,Govt,Sales,Married,Female,USA,21,40210
21,Bachelors,Govt,Sales,Married,Male,USA,60,32680
36,PhD,Self-employed,IT,Married,Male,Others,22,62299
32,PhD,Govt,Sales,Married,Male,Canada,52,56360
45,Bachelors,Govt,IT,Single,Female,Canada,60,50740
53,Masters,Private,Sales,Divorced,Male,Others,50,60300
23,PhD,Govt,IT,Married,Female,Canada,21,50550
45,Bachelors,Self-employed,IT,Married,Male,Others,48,50140
61,Bachelors,Private,Sales,Divorced,Female,India,21,53130
63,PhD,Govt,Support,Divorced,Male,India,49,80350
55,HS-grad,Self-employed,Support,Married,Female,USA,45,38790
33,HS-grad,Private,IT,Married,Female,Canada,27,33850
57,Masters,Govt,Management,Married,Male,USA,60,72420
49,PhD,Govt,Management,Married,Female,Others,29,77590
60,HS-grad,Self-employed,Support,Single,Female,Canada,48,41040
30,Bachelors,Self-employed,Support,Married,Female,Others,44,35680
50,PhD,Self-employed,IT,Married,Male,India,20,74800
36,Bachelors,Govt,Management,Married,Female,Others,36,46679
50,HS-grad,Private,Support,Divorced,Female,Canada,34,36140
49,Bachelors,Govt,Management,Married,Male,Others,55,56210
31,Masters,Govt,Sales,Married,Male,Others,52,45440
36,PhD,Private,IT,Married,Female,USA,24,62399
18,Masters,Govt,Support,Married,Male,India,46,35300
43,HS-grad,Self-employed,IT,Single,Female,India,27,38850
35,PhD,Private,Management,Single,Female,Others,57,65830
53,PhD,Self-employed,Support,Single,Female,USA,58,72600
64,PhD,Private,IT,Single,Female,Canada,58,89300
49,PhD,Self-employed,Management,Single,Female,Canada,37,77990
54,PhD,Self-employed,IT,Single,Male,Others,20,78400
34,Bachelors,Self-employed,IT,Divorced,Female,India,29,42370
19,Masters,Self-employed,IT,Single,Female,USA,60,40740
39,HS-grad,Self-employed,Management,Married,Female,USA,30,39840
18,Bachelors,Private,Support,Divorced,Male,Others,59,29950
38,Masters,Govt,IT,Single,Male,India,44,54000
61,Bachelors,Self-employed,IT,Single,Male,USA,30,59159
29,HS-grad,Private,Sales,Single,Male,Canada,38,28740
37,HS-grad,Govt,Sales,Divorced,Female,USA,54,33060
39,HS-grad,Private,IT,Single,Female,Others,48,37900
25,HS-grad,Self-employed,Sales,Single,Male,Canada,51,27630
38,Bachelors,Private,Management,Married,Male,Canada,58,49100
21,HS-grad,Self-employed,IT,Married,Male,Canada,24,27700
30,Bachelors,Govt,Sales,Married,Female,USA,20,35720
24,Bachelors,Govt,IT,Divorced,Male,Canada,49,37170
56,HS-grad,Private,Support,Divorced,Female,India,27,38310
54,Bachelors,Govt,Support,Divorced,Female,USA,35,48190
48,Bachelors,Govt,IT,Married,Male,USA,51,52150
37,Bachelors,Govt,Sales,Single,Female,India,46,40940
44,HS-grad,Govt,Management,Married,Male,Others,35,42790
51,Bachelors,Self-employed,Sales,Single,Female,Others,43,48630
35,Bachelors,Govt,IT,Single,Male,USA,26,42840
52,HS-grad,Private,Management,Married,Female,India,60,48360
49,PhD,Self-employed,Management,Divorced,Female,India,40,78140
54,PhD,Private,Sales,Single,Female,Others,58,75140
21,HS-grad,Private,Support,Single,Female,Others,47,24610
34,Bachelors,Private,Sales,Divorced,Male,Canada,44,39160
18,HS-grad,Private,IT,Single,Male,Canada,58,27900
39,PhD,Govt,Sales,Divorced,Male,Canada,54,62340
18,Masters,Private,IT,Single,Female,Canada,21,38050
29,HS-grad,Self-employed,IT,Married,Male,Others,30,32000
19,PhD,Private,Sales,Married,Male,USA,20,43840
58,Bachelors,Private,Support,Single,Male,USA,33,50250
42,Masters,Private,IT,Single,Female,USA,53,57410
48,Bachelors,Govt,IT,Divorced,Female,Canada,26,50900
18,HS-grad,Private,Management,Single,Female,USA,40,29000
33,PhD,Govt,Management,Divorced,Male,India,39,63050
48,Bachelors,Self-employed,Sales,Married,Female,Canada,45,47050
18,HS-grad,Govt,IT,Married,Female,Canada,46,27300
56,Bachelors,Self-employed,Management,Divorced,Female,USA,44,60280
62,HS-grad,Self-employed,Support,Married,Female,India,38,41380
42,Bachelors,Self-employed,IT,Married,Female,Canada,53,48530
41,Bachelors,Private,Management,Divorced,Female,USA,37,50030
22,Bachelors,Govt,IT,Married,Female,Canada,41,35530
52,PhD,Govt,Management,Single,Male,India,46,81260
55,HS-grad,Private,IT,Married,Female,India,30,45000
57,PhD,Self-employed,Sales,Single,Male,USA,60,77760
52,Bachelors,Self-employed,Support,Single,Male,Canada,27,46710
39,HS-grad,Self-employed,Management,Single,Male,Others,38,40240
59,Bachelors,Private,IT,Divorced,Female,India,42,58520
54,PhD,Self-employed,IT,Single,Male,Others,57,80250
38,PhD,Self-employed,Support,Single,Male,USA,59,60349
61,HS-grad,Private,Sales,Married,Female,India,26,42220
32,PhD,Private,Management,Single,Male,India,60,63160
50,Masters,Private,Support,Single,Male,Canada,32,55720
43,Bachelors,Private,Management,Single,Female,USA,44,51700
33,Bachelors,Govt,Management,Single,Male,USA,50,45400
58,HS-grad,Private,Management,Divorced,Female,India,40,50600
64,Bachelors,Private,Management,Married,Male,Canada,28,64760
35,HS-grad,Self-employed,Sales,Married,Male,India,28,30880
25,Masters,Govt,Support,Single,Male,Canada,57,40470
50,PhD,Govt,Support,Divorced,Male,Others,25,68490
32,PhD,Govt,Management,Married,Male,India,52,62760
19,Masters,Private,Sales,Married,Male,India,24,35880
58,PhD,Govt,IT,Divorced,Male,Others,36,82800
39,Masters,Self-employed,IT,Single,Female,Canada,45,54790
38,HS-grad,Self-employed,Management,Married,Male,Canada,36,39600
36,Bachelors,Self-employed,Sales,Divorced,Male,USA,28,39480
28,HS-grad,Private,Management,Divorced,Female,USA,39,34350
33,Bachelors,Govt,Support,Single,Female,Others,39,37050
22,HS-grad,Self-employed,Sales,Married,Female,India,46,26060
23,Masters,Self-employed,Support,Divorced,Female,Others,20,37300
20,Bachelors,Private,Management,Married,Male,USA,55,37070
36,Masters,Self-employed,Sales,Single,Male,USA,38,48139
20,HS-grad,Private,Support,Divorced,Female,Others,52,24440
28,PhD,Govt,IT,Divorced,Female,Others,46,56300
36,PhD,Govt,Sales,Married,Female,USA,60,60119
55,Masters,Govt,Support,Single,Male,Canada,27,58770
30,HS-grad,Self-employed,Sales,Single,Female,USA,49,29730
45,Bachelors,Govt,Management,Married,Female,Others,24,52020
46,HS-grad,Private,Support,Divorced,Male,Canada,20,33760
43,HS-grad,Self-employed,Support,Married,Female,USA,36,33300
55,Bachelors,Govt,Support,Single,Male,Others,25,48230
33,PhD,Private,Management,Single,Female,USA,54,63800
26,Bachelors,Govt,Support,Divorced,Female,USA,53,33970
45,Masters,Govt,IT,Divorced,Female,Canada,32,58580
48,Masters,Self-employed,IT,Single,Male,USA,43,61350
50,PhD,Govt,Management,Married,Female,India,42,79180
52,Bachelors,Govt,Sales,Single,Female,USA,20,48040
31,Masters,Self-employed,Support,Divorced,Female,Canada,57,44430
28,HS-grad,Self-employed,Support,Married,Male,Canada,49,27650
45,Bachelors,Private,Sales,Married,Female,Others,38,45020
32,Bachelors,Private,Sales,Single,Male,Canada,48,38240
44,HS-grad,Private,Support,Single,Male,Others,53,34570
62,PhD,Govt,Sales,Married,Female,India,30,80460
21,PhD,Govt,Management,Single,Male,USA,21,50870
49,Masters,Govt,IT,Married,Male,Canada,54,62640
46,HS-grad,Self-employed,Management,Single,Female,India,41,44170
44,Masters,Govt,IT,Divorced,Male,India,58,59140
56,HS-grad,Self-employed,Management,Single,Female,India,56,50320
59,Masters,Self-employed,Management,Divorced,Male,Canada,25,72230
54,HS-grad,Self-employed,Sales,Single,Male,USA,23,38990
20,PhD,Private,Support,Divorced,Male,Canada,23,43790
62,PhD,Private,Support,Single,Female,Others,57,79930
59,PhD,Govt,Management,Married,Female,USA,21,86590
23,Bachelors,Govt,IT,Single,Female,India,59,37050
65,Masters,Self-employed,Sales,Single,Female,Canada,26,67260
18,Bachelors,Govt,IT,Single,Female,Canada,58,33900
42,PhD,Private,Support,Divorced,Female,Canada,53,63330
53,HS-grad,Govt,IT,Married,Female,Others,35,44250
28,HS-grad,Govt,IT,Divorced,Female,USA,44,32200
48,HS-grad,Private,Support,Single,Male,Others,49,36050
52,Bachelors,Self-employed,Management,Married,Female,Others,55,58190
19,Bachelors,Private,Support,Divorced,Male,India,33,29190
18,Masters,Self-employed,Support,Married,Male,Others,51,35550
56,PhD,Self-employed,Management,Single,Male,USA,27,84070
64,HS-grad,Private,IT,Married,Male,Others,32,49600
38,Masters,Private,Support,Divorced,Female,USA,59,49150
60,Masters,Private,IT,Married,Male,Canada,27,69430
21,PhD,Private,Support,Married,Female,India,41,45510
25,PhD,Self-employed,IT,Married,Male,Others,23,52450
59,PhD,Govt,IT,Divorced,Male,Canada,44,84100
36,Masters,Self-employed,Support,Divorced,Male,USA,58,47779
48,Bachelors,Private,Sales,Divorced,Male,Canada,38,46700
20,Bachelors,Private,Management,Single,Female,USA,55,37070
56,Bachelors,Self-employed,IT,Married,Female,Canada,30,56060
23,PhD,Govt,Support,Single,Male,Others,20,46100
41,Bachelors,Govt,IT,Divorced,Male,India,37,47110
35,HS-grad,Govt,Sales,Married,Female,Canada,45,31730
30,HS-grad,Govt,Sales,Single,Male,Others,58,30180
